document_title,question_text,short_answer,yes_no_answer
Kalinga under the Mauryan,the king of kalinga in the mauryan period was,"[{'short_answer1': [{'end_byte': 52538, 'end_token': 383, 'start_byte': 52532, 'start_token': 382}]}]",NONE
Yellow line (road marking),what is one yellow line on a road,[],NONE
Virunga National Park,the battle for africa's oldest national park,[],NONE
Kermit the Frog,is kermit the frog part of sesame street,[],YES
Humanism,what do we call the eighteenth century thinkers who believed that wisdom,[],NONE
Red River of the South,why is the red river named the red river,"[{'short_answer1': [{'end_byte': 47970, 'end_token': 414, 'start_byte': 47824, 'start_token': 404}]}, {'short_answer2': [{'end_byte': 47970, 'end_token': 414, 'start_byte': 47824, 'start_token': 404}]}, {'short_answer3': [{'end_byte': 47970, 'end_token': 414, 'start_byte': 47830, 'start_token': 405}]}]",NONE
List of Who Wants to Be a Millionaire? top prize winners,who won the most on who wants to be a millionaire,"[{'short_answer1': [{'end_byte': 257099, 'end_token': 7754, 'start_byte': 257086, 'start_token': 7752}]}, {'short_answer2': [{'end_byte': 258461, 'end_token': 7821, 'start_byte': 258447, 'start_token': 7819}]}]",NONE
2018 FIFA World Cup qualification,team that qualified for the world cup 2018,[],NONE
Article Two of the United States Constitution,which of the following is not a constitutional requirement to become president of the united states,[],NONE
Battle of Britain,who won the battle of britain in ww2,"[{'short_answer1': [{'end_byte': 56915, 'end_token': 108, 'start_byte': 56908, 'start_token': 107}]}, {'short_answer2': [{'end_byte': 56915, 'end_token': 108, 'start_byte': 56908, 'start_token': 107}]}, {'short_answer3': [{'end_byte': 103405, 'end_token': 1295, 'start_byte': 103398, 'start_token': 1294}]}, {'short_answer4': [{'end_byte': 98388, 'end_token': 875, 'start_byte': 98316, 'start_token': 872}]}]",NONE
Economy of the Soviet Union,what type of economic system was utilized in the soviet union,"[{'short_answer1': [{'end_byte': 65355, 'end_token': 678, 'start_byte': 65340, 'start_token': 676}]}]",NONE
Michigan Wolverines men's basketball,when was the last time michigan won the championship,"[{'short_answer1': [{'end_byte': 66579, 'end_token': 198, 'start_byte': 66575, 'start_token': 197}]}, {'short_answer2': [{'end_byte': 66579, 'end_token': 198, 'start_byte': 66575, 'start_token': 197}]}]",NONE
Political action committee,what is the function of a political action committee (pac),"[{'short_answer1': [{'end_byte': 56471, 'end_token': 104, 'start_byte': 56120, 'start_token': 83}]}, {'short_answer2': [{'end_byte': 56161, 'end_token': 88, 'start_byte': 56120, 'start_token': 83}, {'end_byte': 56471, 'end_token': 104, 'start_byte': 56166, 'start_token': 89}]}, {'short_answer3': [{'end_byte': 56471, 'end_token': 104, 'start_byte': 56120, 'start_token': 83}]}]",NONE
Tiber,what river is associated with the city of rome,"[{'short_answer1': [{'end_byte': 49076, 'end_token': 226, 'start_byte': 49071, 'start_token': 225}]}, {'short_answer2': [{'end_byte': 49076, 'end_token': 226, 'start_byte': 49064, 'start_token': 224}]}, {'short_answer3': [{'end_byte': 49076, 'end_token': 226, 'start_byte': 49064, 'start_token': 224}]}, {'short_answer4': [{'end_byte': 49076, 'end_token': 226, 'start_byte': 49071, 'start_token': 225}]}]",NONE
Mount Whitney,what's the highest point in the us,"[{'short_answer1': [{'end_byte': 69592, 'end_token': 439, 'start_byte': 69579, 'start_token': 437}]}]",NONE
Angel (Buffy the Vampire Slayer episode),buffy the vampire slayer season 2 episode 1 dailymotion,[],NONE
Local government in the Philippines,roles and function of local government in the philippines,[],NONE
The Walking Dead (TV series),where did they film season 8 of the walking dead,"[{'short_answer1': [{'end_byte': 117853, 'end_token': 6082, 'start_byte': 117846, 'start_token': 6081}]}, {'short_answer2': [{'end_byte': 117853, 'end_token': 6082, 'start_byte': 117846, 'start_token': 6081}]}]",NONE
Former Presidents Act,how long do former presidents get secret service protection,"[{'short_answer1': [{'end_byte': 43759, 'end_token': 291, 'start_byte': 43751, 'start_token': 290}]}, {'short_answer2': [{'end_byte': 49781, 'end_token': 680, 'start_byte': 49762, 'start_token': 678}]}, {'short_answer3': [{'end_byte': 43759, 'end_token': 291, 'start_byte': 43751, 'start_token': 290}]}]",NONE
Balanced scorecard,if a system is well balanced which one of the following changes usually calls,[],NONE
Prem Ratan Dhan Payo,story of prem ratan dhan payo in hindi,[],NONE
Horse and buggy,when did horse drawn carriages stop being used in london,[],NONE
Sanhedrin,investigate the nature and role of the sanhedrin,[],NONE
Eyes Wide Shut,who is the girl that died in eyes wide shut,"[{'short_answer1': [{'end_byte': 57661, 'end_token': 1361, 'start_byte': 57656, 'start_token': 1360}]}, {'short_answer2': [{'end_byte': 57661, 'end_token': 1361, 'start_byte': 57656, 'start_token': 1360}]}]",NONE
List of Yu Yu Hakusho films,yu yu hakusho movie poltergeist report english dubbed,[],NONE
List of The League of Gentlemen characters,who did jeremy dyson play in league of gentlemen,[],NONE
Waller (surname),where does the last name waller come from,"[{'short_answer1': [{'end_byte': 54820, 'end_token': 29, 'start_byte': 54798, 'start_token': 25}]}]",NONE
The Curse of Oak Island,how many episodes of season 5 of curse of oak island,"[{'short_answer1': [{'end_byte': 68369, 'end_token': 941, 'start_byte': 68367, 'start_token': 940}]}, {'short_answer2': [{'end_byte': 126014, 'end_token': 6428, 'start_byte': 126012, 'start_token': 6427}]}, {'short_answer3': [{'end_byte': 68369, 'end_token': 941, 'start_byte': 68367, 'start_token': 940}]}, {'short_answer4': [{'end_byte': 68369, 'end_token': 941, 'start_byte': 68367, 'start_token': 940}]}]",NONE
Rosalind Knight,who played miss wheeler in carry on teacher,[],NONE
False Claims Act,what is a whistle blower suit under the false claims act,"[{'short_answer1': [{'end_byte': 53240, 'end_token': 74, 'start_byte': 53233, 'start_token': 72}]}]",NONE
Domestic policy,outline the factors that complicate the formation of national domestic policy,[],NONE
India at the Olympics,who won the first medal in olympics for india,"[{'short_answer1': [{'end_byte': 65097, 'end_token': 295, 'start_byte': 65081, 'start_token': 293}]}, {'short_answer2': [{'end_byte': 65097, 'end_token': 295, 'start_byte': 65081, 'start_token': 293}]}, {'short_answer3': [{'end_byte': 65097, 'end_token': 295, 'start_byte': 65081, 'start_token': 293}]}, {'short_answer4': [{'end_byte': 65097, 'end_token': 295, 'start_byte': 65081, 'start_token': 293}]}]",NONE
Trinity,father son and the holy spirit are one,[],NONE
Robert Clohessy,who plays the arch bishop on blue bloods,[],NONE
Lana Parrilla,who plays the mayor in once upon a time,[],NONE
St. Albans Raid,where did the northernmost land action of the american civil war occur,"[{'short_answer1': [{'end_byte': 66140, 'end_token': 398, 'start_byte': 66077, 'start_token': 394}]}, {'short_answer2': [{'end_byte': 66140, 'end_token': 398, 'start_byte': 66077, 'start_token': 394}]}, {'short_answer3': [{'end_byte': 66140, 'end_token': 398, 'start_byte': 66077, 'start_token': 394}]}, {'short_answer4': [{'end_byte': 66140, 'end_token': 398, 'start_byte': 66077, 'start_token': 394}]}]",NONE
Indian classical dance,what has been the origin of most classical dances of india,"[{'short_answer1': [{'end_byte': 65676, 'end_token': 337, 'start_byte': 65663, 'start_token': 335}]}, {'short_answer2': [{'end_byte': 69883, 'end_token': 523, 'start_byte': 69811, 'start_token': 520}]}, {'short_answer3': [{'end_byte': 65676, 'end_token': 337, 'start_byte': 65590, 'start_token': 332}]}]",NONE
Rudolph (name),where does the last name rudolph come from,"[{'short_answer1': [{'end_byte': 57780, 'end_token': 166, 'start_byte': 57579, 'start_token': 143}]}, {'short_answer2': [{'end_byte': 57780, 'end_token': 166, 'start_byte': 57579, 'start_token': 143}]}]",NONE
Flag of the Netherlands,what are the colors of the netherlands flag,"[{'short_answer1': [{'end_byte': 60636, 'end_token': 347, 'start_byte': 60401, 'start_token': 337}]}, {'short_answer2': [{'end_byte': 60636, 'end_token': 347, 'start_byte': 60538, 'start_token': 341}]}, {'short_answer3': [{'end_byte': 60541, 'end_token': 342, 'start_byte': 60538, 'start_token': 341}, {'end_byte': 60588, 'end_token': 344, 'start_byte': 60583, 'start_token': 343}, {'end_byte': 60636, 'end_token': 347, 'start_byte': 60632, 'start_token': 346}]}, {'short_answer4': [{'end_byte': 60541, 'end_token': 342, 'start_byte': 60538, 'start_token': 341}, {'end_byte': 60588, 'end_token': 344, 'start_byte': 60583, 'start_token': 343}, {'end_byte': 60636, 'end_token': 347, 'start_byte': 60632, 'start_token': 346}]}]",NONE
The Secret Life of the American Teenager (season 3),when do amy and ricky sleep together for the second time,[],NONE
Chest pain,for complaints of sudden chest pain patients should take a,"[{'short_answer1': [{'end_byte': 102750, 'end_token': 3368, 'start_byte': 102743, 'start_token': 3367}]}, {'short_answer2': [{'end_byte': 102750, 'end_token': 3368, 'start_byte': 102743, 'start_token': 3367}]}]",NONE
Phosphorus cycle,where is the majority of phosphorous stored in the environment,"[{'short_answer1': [{'end_byte': 62365, 'end_token': 521, 'start_byte': 62344, 'start_token': 517}]}, {'short_answer2': [{'end_byte': 62352, 'end_token': 519, 'start_byte': 62347, 'start_token': 518}, {'end_byte': 62365, 'end_token': 521, 'start_byte': 62357, 'start_token': 520}]}]",NONE
Lord's Prayer,when was thine is the kingdom added to lord's prayer,[],NONE
Ellen's Game of Games,where do they drop in game of games,"[{'short_answer1': [{'end_byte': 72022, 'end_token': 1753, 'start_byte': 71991, 'start_token': 1746}]}]",NONE
Religion in France,what are the first and second major religions in france,"[{'short_answer1': [{'end_byte': 73996, 'end_token': 643, 'start_byte': 73984, 'start_token': 642}, {'end_byte': 74764, 'end_token': 725, 'start_byte': 74759, 'start_token': 724}]}, {'short_answer2': [{'end_byte': 73996, 'end_token': 643, 'start_byte': 73984, 'start_token': 642}, {'end_byte': 74764, 'end_token': 725, 'start_byte': 74759, 'start_token': 724}]}, {'short_answer3': [{'end_byte': 74123, 'end_token': 664, 'start_byte': 74112, 'start_token': 663}, {'end_byte': 74341, 'end_token': 684, 'start_byte': 74328, 'start_token': 683}]}]",NONE
Grease (film),who played sandy's jock boyfriend in grease,"[{'short_answer1': [{'end_byte': 77678, 'end_token': 2519, 'start_byte': 77665, 'start_token': 2517}]}, {'short_answer2': [{'end_byte': 74578, 'end_token': 2171, 'start_byte': 74565, 'start_token': 2169}]}, {'short_answer3': [{'end_byte': 77678, 'end_token': 2519, 'start_byte': 77665, 'start_token': 2517}]}, {'short_answer4': [{'end_byte': 74578, 'end_token': 2171, 'start_byte': 74565, 'start_token': 2169}]}]",NONE
Fountain of Youth Stakes,who won the fountain of youth stakes at gulfstream park,"[{'short_answer1': [{'end_byte': 62571, 'end_token': 731, 'start_byte': 62562, 'start_token': 730}]}]",NONE
Earthquake warning system,what is the name of the first earthquake early warning system,"[{'short_answer1': [{'end_byte': 64620, 'end_token': 675, 'start_byte': 64506, 'start_token': 670}]}]",NONE
Civil Rights Act of 1957,what does the table show about how congress voted for the civil rights act of 1957,[],NONE
System of linear equations,when must a system of linear equations be solved algebraically,[],NONE
"Where Are You Going, Where Have You Been?",where have you been where are you going short story,[],NONE
The Young and the Restless cast members,who plays gram on the young and the restless,"[{'short_answer1': [{'end_byte': 61762, 'end_token': 1296, 'start_byte': 61751, 'start_token': 1294}]}, {'short_answer2': [{'end_byte': 61762, 'end_token': 1296, 'start_byte': 61751, 'start_token': 1294}]}, {'short_answer3': [{'end_byte': 61762, 'end_token': 1296, 'start_byte': 61751, 'start_token': 1294}]}]",NONE
List of claimed first novels in English,who has the credit for having written the first english novel of character,[],NONE
Robin Hood: Prince of Thieves,where was robin hood prince of thieves made,"[{'short_answer1': [{'end_byte': 75842, 'end_token': 1665, 'start_byte': 75770, 'start_token': 1662}]}]",NONE
West Area Computers,who were the west area human computers and why did they do this work,[],NONE
List of Saturday Night Live episodes,who sang last night on saturday night live,"[{'short_answer1': [{'end_byte': 331038, 'end_token': 16247, 'start_byte': 331022, 'start_token': 16245}]}]",NONE
Executive order (United States),where does the president get authority to issue executive orders,"[{'short_answer1': [{'end_byte': 47276, 'end_token': 136, 'start_byte': 47264, 'start_token': 135}, {'end_byte': 47611, 'end_token': 168, 'start_byte': 47334, 'start_token': 148}]}, {'short_answer2': [{'end_byte': 52510, 'end_token': 500, 'start_byte': 52246, 'start_token': 485}]}]",NONE
List of United States Marine Corps four-star generals,how much does a 4 star general in the marine corps make,[],NONE
In My Life,beatles song for the first time in my life,[],NONE
Charmed,who was originally cast as phoebe on charmed,"[{'short_answer1': [{'end_byte': 111612, 'end_token': 4746, 'start_byte': 111604, 'start_token': 4744}]}, {'short_answer2': [{'end_byte': 111612, 'end_token': 4746, 'start_byte': 111604, 'start_token': 4744}]}, {'short_answer3': [{'end_byte': 111612, 'end_token': 4746, 'start_byte': 111604, 'start_token': 4744}]}, {'short_answer4': [{'end_byte': 111612, 'end_token': 4746, 'start_byte': 111604, 'start_token': 4744}]}]",NONE
United States presidential line of succession,who is third in command of the united states,"[{'short_answer1': [{'end_byte': 57588, 'end_token': 176, 'start_byte': 57549, 'start_token': 170}]}, {'short_answer2': [{'end_byte': 57588, 'end_token': 176, 'start_byte': 57549, 'start_token': 170}]}, {'short_answer3': [{'end_byte': 57588, 'end_token': 176, 'start_byte': 57549, 'start_token': 170}]}, {'short_answer4': [{'end_byte': 57588, 'end_token': 176, 'start_byte': 57549, 'start_token': 170}]}]",NONE
PKC,what is the mean of pkc in hindi,[],NONE
Delano Las Vegas,who owns the delano hotel in las vegas,"[{'short_answer1': [{'end_byte': 61669, 'end_token': 354, 'start_byte': 61644, 'start_token': 351}]}, {'short_answer2': [{'end_byte': 61669, 'end_token': 354, 'start_byte': 61644, 'start_token': 351}]}, {'short_answer3': [{'end_byte': 61669, 'end_token': 354, 'start_byte': 61644, 'start_token': 351}]}, {'short_answer4': [{'end_byte': 60133, 'end_token': 232, 'start_byte': 60108, 'start_token': 229}]}]",NONE
Harry Potter and the Goblet of Fire (film),the cast of harry potter the goblet of fire,[],NONE
Natural bobtail,what dog breeds are born without a tail,[],NONE
Gossip Girl (season 3),when do dan and serena get back together in season 3,[],NONE
Gold standard,when did the us dollar leave the gold standard,"[{'short_answer1': [{'end_byte': 207137, 'end_token': 5684, 'start_byte': 207125, 'start_token': 5682}]}, {'short_answer2': [{'end_byte': 206157, 'end_token': 5527, 'start_byte': 206142, 'start_token': 5523}]}]",NONE
List of second-generation Major League Baseball players,father and son play on same major league baseball team,[],NONE
The Smashing Pumpkins,where did the smashing pumpkins get their name,[],NONE
Jenna Boyd,who played bailey in the sisterhood of the traveling pants,"[{'short_answer1': [{'end_byte': 47673, 'end_token': 243, 'start_byte': 47663, 'start_token': 241}]}, {'short_answer2': [{'end_byte': 47673, 'end_token': 243, 'start_byte': 47663, 'start_token': 241}]}, {'short_answer3': [{'end_byte': 47673, 'end_token': 243, 'start_byte': 47663, 'start_token': 241}]}]",NONE
